Date,Open,High,Low,Close,Adj Close,Volume
2022-04-22,2830.000000,2979.500000,2810.000000,2882.800049,2882.800049,7604326
2022-04-25,2825.149902,2858.800049,2800.000000,2824.000000,2824.000000,682910
2022-04-26,2861.000000,2976.000000,2850.000000,2952.449951,2952.449951,1401444
2022-04-27,2955.000000,2955.000000,2821.500000,2841.649902,2841.649902,982473
2022-04-28,2897.800049,2945.850098,2832.199951,2912.199951,2912.199951,887135
2022-04-29,2935.000000,3000.000000,2844.800049,2882.800049,2882.800049,1101232
2022-05-02,2860.000000,2895.000000,2809.000000,2830.350098,2830.350098,374592
2022-05-04,2800.000000,2800.000000,2628.550049,2671.350098,2671.350098,862120
2022-05-05,2744.000000,2890.000000,2725.000000,2845.899902,2845.899902,865154
2022-05-06,2813.899902,2955.000000,2740.000000,2874.800049,2874.800049,910667
2022-05-09,2805.100098,2840.000000,2675.000000,2706.399902,2706.399902,581855
2022-05-10,2696.000000,2739.399902,2461.050049,2486.699951,2486.699951,818487
2022-05-11,2535.000000,2710.000000,2486.699951,2648.050049,2648.050049,1287498
2022-05-12,2700.000000,2720.000000,2402.000000,2436.800049,2436.800049,890166
2022-05-13,2436.000000,2545.000000,2105.550049,2171.550049,2171.550049,1722448
2022-05-16,2234.000000,2349.899902,2220.000000,2281.699951,2281.699951,1085417
2022-05-17,2356.000000,2360.000000,2211.000000,2285.800049,2285.800049,966040
2022-05-18,2332.000000,2437.000000,2287.000000,2396.100098,2396.100098,1603590
2022-05-19,2315.000000,2345.000000,2268.250000,2317.500000,2317.500000,698975
2022-05-20,2388.000000,2409.750000,2257.000000,2273.649902,2273.649902,1325446
2022-05-23,2299.000000,2324.899902,2231.050049,2248.350098,2248.350098,633157
2022-05-24,2269.000000,2274.750000,2114.000000,2136.300049,2136.300049,868519
2022-05-25,2171.000000,2245.000000,2132.000000,2187.350098,2187.350098,1366317
2022-05-26,2212.000000,2229.899902,2035.000000,2164.000000,2164.000000,1651419
2022-05-27,2217.000000,2219.000000,2140.000000,2166.449951,2166.449951,664373
2022-05-30,2189.000000,2216.949951,2125.750000,2151.649902,2151.649902,750092
2022-05-31,2140.000000,2140.000000,1833.099976,1888.949951,1888.949951,14897503
2022-06-01,1828.949951,1889.849976,1776.000000,1848.400024,1848.400024,4813035
2022-06-02,1825.000000,1950.000000,1825.000000,1925.800049,1925.800049,4258034
2022-06-03,1960.800049,1988.000000,1830.099976,1855.900024,1855.900024,3557798
2022-06-06,1853.000000,1853.000000,1790.000000,1802.349976,1802.349976,1727155
2022-06-07,1804.000000,1873.449951,1776.800049,1829.250000,1829.250000,2860643
2022-06-08,1848.699951,1858.849976,1795.000000,1801.900024,1801.900024,1569422
2022-06-09,1809.000000,1837.000000,1790.300049,1812.650024,1812.650024,1426447
2022-06-10,1796.000000,1814.849976,1726.000000,1757.599976,1757.599976,1957093
2022-06-13,1728.750000,1840.000000,1703.550049,1798.699951,1798.699951,2486948
2022-06-14,1790.000000,1834.800049,1756.050049,1788.750000,1788.750000,1561899
2022-06-15,1819.800049,1822.000000,1751.000000,1757.849976,1757.849976,1493285
2022-06-16,1787.000000,1805.000000,1680.050049,1711.099976,1711.099976,2137604
2022-06-17,1681.000000,1784.000000,1650.199951,1711.250000,1711.250000,2595892
2022-06-20,1708.300049,1764.000000,1677.050049,1743.650024,1743.650024,1562891
2022-06-21,1760.000000,1834.000000,1722.000000,1809.099976,1809.099976,1280817
2022-06-22,1779.099976,1793.599976,1720.050049,1736.099976,1736.099976,1277913
2022-06-23,1750.000000,1809.900024,1732.000000,1796.750000,1796.750000,1485891
2022-06-24,1810.000000,1867.500000,1802.550049,1857.599976,1857.599976,1722411
2022-06-27,1880.000000,1925.000000,1875.050049,1917.650024,1917.650024,1251793
