Date,Open,High,Low,Close,Adj Close,Volume
2022-01-03,718.000000,726.799988,716.000000,718.700012,711.607666,4640405
2022-01-04,722.750000,723.099976,711.549988,721.500000,714.380005,5114400
2022-01-05,720.000000,720.849976,703.000000,713.500000,706.458923,7355632
2022-01-06,705.799988,712.250000,699.950012,705.750000,698.785461,6441610
2022-01-07,708.000000,721.500000,707.599976,711.500000,704.478699,6560163
2022-01-10,709.000000,709.000000,690.000000,693.500000,686.656311,13768910
2022-01-11,695.000000,698.450012,689.000000,694.150024,687.299927,7743729
2022-01-12,700.000000,701.750000,683.200012,691.349976,684.527527,11730341
2022-01-13,663.200012,666.000000,648.000000,649.750000,643.338074,30752967
2022-01-14,649.250000,649.250000,636.500000,639.799988,633.486267,13257274
2022-01-17,639.500000,651.650024,633.049988,646.650024,640.268677,10228938
2022-01-18,648.900024,650.000000,631.150024,633.299988,627.050354,7164990
2022-01-19,631.000000,631.650024,619.000000,621.150024,615.020325,8691383
2022-01-20,620.650024,622.400024,610.500000,615.200012,609.129028,8413562
2022-01-21,610.000000,611.000000,600.799988,605.049988,600.054565,9823347
2022-01-24,605.500000,605.500000,568.450012,572.750000,568.021240,13075358
2022-01-25,562.500000,572.000000,550.700012,562.700012,558.054199,17356185
2022-01-27,555.000000,556.900024,537.200012,544.750000,540.252380,15675872
2022-01-28,550.099976,564.950012,546.650024,552.150024,547.591309,14949890
2022-01-31,569.000000,574.400024,562.549988,572.599976,567.872437,13126087
2022-02-01,579.900024,582.400024,566.450012,576.650024,571.889038,10460101
2022-02-02,582.000000,590.000000,575.000000,588.000000,583.145325,8184413
2022-02-03,584.700012,588.799988,576.150024,578.250000,573.475830,7041390
2022-02-04,577.000000,577.799988,568.049988,571.750000,567.029480,6816779
2022-02-07,571.900024,573.799988,555.599976,557.000000,552.401245,7545679
2022-02-08,561.400024,565.799988,554.450012,560.250000,555.624451,6976907
2022-02-09,564.400024,570.750000,563.299988,568.950012,564.252625,5103738
2022-02-10,572.400024,574.750000,566.200012,573.650024,568.913818,5801912
2022-02-11,566.000000,566.000000,557.099976,561.450012,556.814514,7721229
2022-02-14,550.000000,557.150024,540.000000,541.700012,537.227600,8120773
2022-02-15,545.599976,565.250000,543.250000,563.349976,558.698792,6838496
2022-02-16,565.150024,570.299988,557.549988,563.900024,559.244324,7303911
2022-02-17,572.000000,572.400024,561.150024,564.900024,560.236084,7114420
2022-02-18,559.000000,565.700012,555.349976,562.450012,557.806274,6705919
2022-02-21,555.750000,572.700012,555.400024,570.799988,566.087341,8767001
2022-02-22,556.250000,569.000000,556.099976,564.150024,559.492249,10745062
2022-02-23,569.200012,570.900024,562.650024,567.099976,562.417847,7204256
2022-02-24,548.000000,556.900024,531.150024,537.150024,532.715149,13476944
2022-02-25,548.000000,558.750000,547.500000,555.250000,550.665710,7961312
2022-02-28,551.000000,560.099976,544.099976,555.799988,551.211182,9158437
2022-03-02,555.000000,558.299988,550.400024,555.200012,550.616150,8177055
2022-03-03,563.000000,575.950012,560.349976,569.549988,564.847656,12955663
2022-03-04,561.000000,580.000000,554.049988,575.299988,570.550171,13474186
2022-03-07,563.000000,579.650024,562.250000,571.849976,567.128662,10556167
2022-03-08,572.000000,590.750000,572.000000,587.450012,582.599854,11019999
2022-03-09,588.000000,596.400024,582.150024,585.500000,580.665955,11763616
2022-03-10,595.000000,596.500000,584.599976,588.250000,583.393250,8080983
2022-03-11,587.000000,590.000000,582.400024,586.200012,581.360168,4963594
2022-03-14,586.400024,600.799988,586.000000,598.150024,593.211548,7503221
2022-03-15,603.700012,603.700012,584.299988,587.700012,582.847839,6926622
2022-03-16,595.250000,599.450012,592.500000,598.250000,593.310669,5575148
2022-03-17,605.000000,611.000000,599.000000,601.200012,596.236328,8440645
2022-03-21,605.099976,616.000000,598.000000,600.000000,595.046265,7796476
2022-03-22,603.400024,611.000000,596.150024,610.049988,605.013245,7790250
2022-03-23,613.950012,615.000000,607.700012,611.200012,606.153809,5696918
2022-03-24,607.000000,613.799988,605.799988,610.549988,605.509155,3875745
2022-03-25,611.000000,614.000000,597.250000,603.349976,598.368591,5993097
2022-03-28,608.000000,609.000000,597.099976,600.200012,595.244629,5738405
2022-03-29,603.000000,605.349976,599.150024,602.500000,597.525635,4701003
2022-03-30,605.099976,609.299988,599.500000,600.799988,595.839600,7744382
2022-03-31,600.000000,603.299988,590.200012,591.900024,587.013123,7238089
2022-04-01,591.700012,603.400024,589.299988,601.799988,596.831360,4283997
2022-04-04,605.000000,606.500000,599.000000,605.599976,600.599976,4427974
2022-04-05,605.450012,609.500000,598.049988,599.150024,599.150024,6431244
2022-04-06,598.000000,598.000000,591.000000,593.549988,593.549988,4117951
2022-04-07,592.000000,592.000000,577.500000,580.849976,580.849976,7860765
2022-04-08,586.000000,587.000000,580.500000,583.650024,583.650024,4318316
2022-04-11,584.000000,584.250000,568.099976,571.099976,571.099976,8582108
2022-04-12,568.000000,568.000000,556.200012,558.700012,558.700012,8169266
2022-04-13,560.000000,565.500000,554.599976,559.200012,559.200012,5602288
2022-04-18,549.849976,549.849976,536.000000,538.599976,538.599976,9465031
2022-04-19,544.000000,545.549988,526.049988,530.450012,530.450012,6643004
2022-04-20,536.000000,540.549988,531.349976,536.500000,536.500000,4330488
2022-04-21,541.000000,542.500000,537.349976,539.200012,539.200012,6694391
2022-04-22,535.000000,540.849976,530.650024,537.700012,537.700012,4891212
2022-04-25,529.950012,531.150024,523.299988,529.349976,529.349976,4736884
2022-04-26,537.000000,537.750000,527.099976,529.250000,529.250000,4359370
2022-04-27,527.000000,527.000000,514.500000,518.950012,518.950012,8137539
2022-04-28,524.000000,526.650024,516.000000,522.549988,522.549988,6620669
2022-04-29,528.500000,528.500000,507.000000,508.799988,508.799988,12075630
2022-05-02,515.500000,519.000000,492.600006,495.000000,495.000000,21911427
2022-05-04,500.000000,503.850006,489.250000,491.750000,491.750000,8633927
2022-05-05,501.000000,503.700012,496.299988,501.149994,501.149994,5434766
2022-05-06,490.000000,490.899994,481.000000,485.100006,485.100006,9220891
2022-05-09,482.000000,489.350006,474.600006,483.149994,483.149994,8337625
2022-05-10,483.000000,483.750000,476.149994,477.649994,477.649994,7484767
2022-05-11,480.049988,481.950012,462.549988,471.899994,471.899994,10514671
2022-05-12,468.100006,476.000000,462.149994,473.799988,473.799988,7286500
2022-05-13,479.500000,479.500000,467.000000,468.649994,468.649994,8387659
2022-05-16,474.000000,474.350006,465.000000,468.000000,468.000000,3657033
2022-05-17,471.000000,489.000000,468.299988,486.649994,486.649994,5660725
2022-05-18,490.899994,495.250000,480.600006,481.250000,481.250000,7695484
2022-05-19,466.149994,473.799988,450.000000,451.149994,451.149994,11472989
2022-05-20,462.000000,462.200012,455.000000,459.600006,459.600006,6365956
2022-05-23,463.799988,467.799988,457.500000,466.000000,466.000000,7055784
2022-05-24,468.450012,469.600006,458.000000,459.950012,459.950012,6889730
2022-05-25,460.149994,460.850006,443.200012,444.850006,444.850006,7740753
2022-05-26,446.000000,454.700012,444.000000,453.350006,453.350006,5791541
2022-05-27,460.000000,467.950012,456.250000,466.950012,466.950012,5707236
2022-05-30,473.149994,481.500000,473.149994,476.250000,476.250000,6145574
2022-05-31,475.899994,480.750000,470.399994,478.049988,478.049988,15793502
2022-06-01,478.950012,478.950012,468.500000,470.750000,470.750000,5257283
2022-06-02,471.799988,476.450012,468.100006,474.149994,474.149994,5267520
2022-06-03,479.649994,488.000000,474.500000,475.500000,475.500000,11634889
2022-06-06,472.000000,475.500000,464.200012,473.200012,473.200012,6895578
2022-06-07,470.000000,470.750000,465.149994,467.649994,467.649994,2350671
2022-06-08,471.049988,472.000000,464.299988,470.399994,470.399994,2813826
2022-06-09,467.049988,476.149994,464.250000,475.049988,475.049988,3701119
2022-06-10,467.200012,467.200012,456.299988,460.950012,460.950012,8726549
2022-06-13,450.049988,453.000000,445.000000,446.100006,446.100006,7065411
2022-06-14,440.000000,453.700012,438.000000,445.899994,445.899994,6528192
2022-06-15,448.450012,450.649994,439.299988,440.100006,440.100006,5695798
2022-06-16,446.000000,446.750000,419.750000,422.299988,422.299988,8972343
2022-06-17,416.000000,418.750000,402.049988,405.200012,405.200012,20775273
2022-06-20,409.000000,417.899994,404.149994,414.649994,414.649994,10375419
2022-06-21,420.000000,426.750000,416.649994,425.149994,425.149994,6093902
2022-06-22,422.700012,422.700012,410.299988,411.250000,411.250000,8101431
2022-06-23,412.500000,420.799988,411.299988,419.049988,419.049988,9827505
2022-06-24,421.000000,426.000000,415.750000,418.750000,418.750000,7681051
2022-06-27,427.000000,430.750000,424.000000,424.899994,424.899994,6221542
